org,mat,evento,dtEnt,hrEnt,dtSai,hrSai,dtCon,hrCon
ibazs,1705,2023-11-19 10:00:00.000000 UTC,2023-11-19,10:22,2023-11-19,11:39,2023-11-19,11:39
ibazs,1004,2023-11-19 18:30:00.000000 UTC,2023-11-19,18:44,2023-11-19,20:05,2023-11-19,20:05
ibazs,1065,2023-11-19 18:30:00.000000 UTC,2023-11-19,18:31,,,2023-11-19,20:16
ibazs,1149,2023-11-19 18:30:00.000000 UTC,2023-11-19,19:00,2023-11-19,20:09,2023-11-19,20:09
ibazs,1213,2023-11-19 18:30:00.000000 UTC,2023-11-19,18:27,2023-11-19,20:11,2023-11-19,20:11
ibazs,1442,2023-11-19 18:30:00.000000 UTC,2023-11-19,19:19,,,2023-11-19,20:17
ibazs,1540,2023-11-19 18:30:00.000000 UTC,2023-11-19,17:51,,,2023-11-19,20:16
ibazs,1626,2023-11-19 18:30:00.000000 UTC,2023-11-19,18:55,2023-11-19,20:10,2023-11-19,20:10
ibazs,1685,2023-11-19 18:30:00.000000 UTC,2023-11-19,19:35,,,2023-11-19,20:17
ibazs,1708,2023-11-19 18:30:00.000000 UTC,2023-11-19,18:33,,,2023-11-19,20:16
ibazs,1709,2023-11-19 18:30:00.000000 UTC,2023-11-19,19:15,2023-11-19,20:09,2023-11-19,20:09
ibazs,1028,2023-11-26 10:00:00.000000 UTC,2023-11-26,10:10,,,2023-11-26,12:30
ibazs,1053,2023-11-26 10:00:00.000000 UTC,2023-11-26,10:36,,,2023-11-26,12:22
ibazs,1091,2023-11-26 10:00:00.000000 UTC,2023-11-26,11:42,,,2023-11-26,12:13
ibazs,1134,2023-11-26 10:00:00.000000 UTC,2023-11-26,09:53,,,2023-11-26,12:29
ibazs,1170,2023-11-26 10:00:00.000000 UTC,2023-11-26,09:53,,,2023-11-26,12:14
ibazs,1191,2023-11-26 10:00:00.000000 UTC,2023-11-26,10:33,,,2023-11-26,12:27
ibazs,1354,2023-11-26 10:00:00.000000 UTC,2023-11-26,10:14,,,2023-11-26,12:29
ibazs,1716,2023-11-26 10:00:00.000000 UTC,2023-11-26,11:11,,,2023-11-26,12:22
ibazs,1004,2023-11-26 18:30:00.000000 UTC,2023-11-26,18:24,2023-11-26,20:27,2023-11-26,20:27
ibazs,1011,2023-11-26 18:30:00.000000 UTC,2023-11-26,19:56,2023-11-26,20:46,2023-11-26,20:46
ibazs,1043,2023-11-26 18:30:00.000000 UTC,2023-11-26,20:09,2023-11-26,20:50,2023-11-26,20:50
ibazs,1133,2023-11-26 18:30:00.000000 UTC,2023-11-26,19:29,2023-11-26,20:47,2023-11-26,20:47
ibazs,1150,2023-11-26 18:30:00.000000 UTC,2023-11-26,19:51,2023-11-26,20:48,2023-11-26,20:48
ibazs,1192,2023-11-26 18:30:00.000000 UTC,2023-11-26,18:44,2023-11-26,20:56,2023-11-26,20:56
ibazs,1209,2023-11-26 18:30:00.000000 UTC,2023-11-26,19:30,,,,
ibazs,1434,2023-11-26 18:30:00.000000 UTC,2023-11-26,19:22,2023-11-26,20:57,2023-11-26,20:57
ibazs,1000,2023-12-03 09:45:00.000000 UTC,2023-12-03,10:57,,,,
ibazs,1052,2023-12-03 09:45:00.000000 UTC,2023-12-03,11:42,2023-12-03,12:19,2023-12-03,12:19
ibazs,1151,2023-12-03 09:45:00.000000 UTC,2023-12-03,10:50,,,,
ibazs,1156,2023-12-03 09:45:00.000000 UTC,2023-12-03,11:13,2023-12-03,12:12,2023-12-03,12:12
ibazs,1722,2023-12-03 09:45:00.000000 UTC,2023-12-03,11:47,,,,
ibazs,1036,2023-12-03 18:15:00.000000 UTC,2023-12-03,18:37,,,,
ibazs,1135,2023-12-03 18:15:00.000000 UTC,2023-12-03,18:19,,,2023-12-03,20:38
ibazs,1233,2023-12-03 18:15:00.000000 UTC,2023-12-03,19:29,,,2023-12-03,20:42
ibazs,1261,2023-12-03 18:15:00.000000 UTC,2023-12-03,19:26,,,2023-12-03,20:47
ibazs,1354,2023-12-03 18:15:00.000000 UTC,2023-12-03,18:26,2023-12-03,20:22,2023-12-03,20:22
ibazs,1685,2023-12-03 18:15:00.000000 UTC,2023-12-03,20:06,,,,
ibazs,1702,2023-12-03 18:15:00.000000 UTC,2023-12-03,18:43,,,2023-12-03,20:39
ibazs,1725,2023-12-03 18:15:00.000000 UTC,2023-12-03,19:03,,,,
ibazs,1728,2023-12-03 18:15:00.000000 UTC,2023-12-03,19:40,,,2023-12-03,20:38
ibazs,1136,2023-12-10 10:00:00.000000 UTC,2023-12-10,10:52,,,,
ibazs,1209,2023-12-10 10:00:00.000000 UTC,2023-12-10,12:01,,,,
ibazs,1621,2023-12-10 10:00:00.000000 UTC,2023-12-10,11:39,2023-12-10,12:30,2023-12-10,12:30
ibazs,1640,2023-12-10 10:00:00.000000 UTC,2023-12-10,10:01,2023-12-10,13:02,2023-12-10,13:02
ibazs,1645,2023-12-10 10:00:00.000000 UTC,2023-12-10,10:21,,,,
ibazs,1727,2023-12-10 10:00:00.000000 UTC,2023-12-10,11:01,2023-12-10,12:56,2023-12-10,12:56
ibazs,1728,2023-12-10 10:00:00.000000 UTC,2023-12-10,11:02,2023-12-10,12:55,2023-12-10,12:55
ibazs,1134,2023-12-10 18:30:00.000000 UTC,2023-12-10,18:09,2023-12-10,20:55,2023-12-10,20:55
ibazs,1170,2023-12-10 18:30:00.000000 UTC,2023-12-10,18:09,2023-12-10,20:57,2023-12-10,20:57
ibazs,1260,2023-12-10 18:30:00.000000 UTC,2023-12-10,19:16,2023-12-10,20:48,2023-12-10,20:48
ibazs,1261,2023-12-10 18:30:00.000000 UTC,2023-12-10,19:13,,,,
ibazs,1420,2023-12-10 18:30:00.000000 UTC,2023-12-10,19:28,2023-12-10,20:46,2023-12-10,20:46
ibazs,1655,2023-12-10 18:30:00.000000 UTC,2023-12-10,19:19,2023-12-10,20:52,2023-12-10,20:52
ibazs,1681,2023-12-10 18:30:00.000000 UTC,2023-12-10,19:19,2023-12-10,20:47,2023-12-10,20:47
ibazs,1735,2023-12-10 18:30:00.000000 UTC,2023-12-10,19:57,,,,
ibazs,1737,2023-12-10 18:30:00.000000 UTC,2023-12-10,19:56,2023-12-10,18:58,2023-12-10,18:58
ibazs,1156,2023-12-17 10:00:00.000000 UTC,2023-12-17,10:00,2023-12-17,11:55,2023-12-17,11:55
ibazs,1190,2023-12-17 10:00:00.000000 UTC,2023-12-17,11:30,2023-12-17,11:53,2023-12-17,11:53
ibazs,1224,2023-12-17 10:00:00.000000 UTC,2023-12-17,10:07,2023-12-17,11:56,2023-12-17,11:56
ibazs,1227,2023-12-17 10:00:00.000000 UTC,2023-12-17,11:05,2023-12-17,11:55,2023-12-17,11:55
ibazs,1276,2023-12-17 18:25:00.000000 UTC,2023-12-17,18:31,,,2023-12-17,20:11
ibazs,1474,2023-12-17 18:25:00.000000 UTC,2023-12-17,20:10,2023-12-17,20:23,2023-12-17,20:23
ibazs,1725,2023-12-17 18:25:00.000000 UTC,2023-12-17,20:11,2023-12-17,20:21,2023-12-17,20:21
ibazs,1748,2023-12-17 18:25:00.000000 UTC,2023-12-17,20:27,,,2023-12-18,11:54
ibazs,1047,2023-12-20 20:00:00.000000 UTC,2023-12-20,21:53,,,,
ibazs,1069,2023-12-20 20:00:00.000000 UTC,2023-12-20,21:46,,,,
ibazs,1101,2023-12-20 20:00:00.000000 UTC,2023-12-20,21:35,,,,
ibazs,1261,2023-12-20 20:00:00.000000 UTC,2023-12-20,21:41,,,,
ibazs,1117,2023-12-24 10:00:00.000000 UTC,2023-12-24,09:50,,,2023-12-24,11:52
ibazs,1125,2023-12-24 10:00:00.000000 UTC,2023-12-24,09:50,,,2023-12-24,12:10
ibazs,1261,2023-12-24 10:00:00.000000 UTC,2023-12-24,11:12,,,2023-12-24,12:08
ibazs,1465,2023-12-24 10:00:00.000000 UTC,2023-12-24,10:20,,,2023-12-24,12:10
ibazs,1628,2023-12-24 10:00:00.000000 UTC,2023-12-24,11:16,2023-12-24,10:54,2023-12-24,12:09
ibazs,1698,2023-12-24 10:00:00.000000 UTC,2023-12-24,11:27,2023-12-24,11:55,2023-12-24,11:55
ibazs,1106,2024-01-03 20:00:00.000000 UTC,2024-01-03,21:35,2024-01-03,21:42,2024-01-03,21:46
ibazs,1350,2024-01-03 20:00:00.000000 UTC,2024-01-03,20:28,,,2024-01-03,21:46
ibazs,1681,2024-01-03 20:00:00.000000 UTC,2024-01-03,20:34,,,2024-01-03,21:41
ibazs,1009,2024-01-07 09:41:00.000000 UTC,2024-01-07,09:57,2024-01-07,12:11,2024-01-07,12:11
ibazs,1029,2024-01-07 09:41:00.000000 UTC,2024-01-07,11:12,2024-01-07,12:09,2024-01-07,12:09
ibazs,1090,2024-01-07 09:41:00.000000 UTC,2024-01-07,10:02,2024-01-07,12:14,2024-01-07,12:14
ibazs,1105,2024-01-07 09:41:00.000000 UTC,2024-01-07,11:03,2024-01-07,12:10,2024-01-07,12:10
ibazs,1135,2024-01-07 09:41:00.000000 UTC,2024-01-07,09:43,2024-01-07,12:13,2024-01-07,12:13
ibazs,1654,2024-01-07 09:41:00.000000 UTC,2024-01-07,11:11,2024-01-07,12:08,2024-01-07,12:08
ibazs,1658,2024-01-07 09:41:00.000000 UTC,2024-01-07,09:46,2024-01-07,12:15,2024-01-07,12:15
ibazs,1759,2024-01-07 09:41:00.000000 UTC,2024-01-07,10:57,2024-01-07,12:08,2024-01-07,12:08
ibazs,1762,2024-01-07 09:41:00.000000 UTC,2024-01-07,11:45,,,2024-01-07,12:15
ibazs,1115,2024-01-07 18:15:00.000000 UTC,2024-01-07,18:26,2024-01-07,20:35,2024-01-07,20:35
ibazs,1165,2024-01-07 18:15:00.000000 UTC,2024-01-07,19:11,,,2024-01-07,20:42
ibazs,1425,2024-01-07 18:15:00.000000 UTC,2024-01-07,18:57,,,2024-01-07,20:38
ibazs,1733,2024-01-07 18:15:00.000000 UTC,2024-01-07,18:38,2024-01-07,19:34,2024-01-07,20:20
ibazs,1742,2024-01-07 18:15:00.000000 UTC,2024-01-07,18:56,,,2024-01-07,20:40
ibazs,1764,2024-01-07 18:15:00.000000 UTC,2024-01-07,19:15,,,2024-01-07,20:44
ibazs,1026,2024-01-10 20:30:00.000000 UTC,2024-01-10,20:33,2024-01-10,21:32,2024-01-10,21:32
ibazs,1704,2024-01-10 20:30:00.000000 UTC,2024-01-10,20:40,2024-01-10,21:33,2024-01-10,21:33
ibazs,1757,2024-01-10 20:30:00.000000 UTC,2024-01-10,20:32,2024-01-10,21:32,2024-01-10,21:32
ibazs,1767,2024-01-10 20:30:00.000000 UTC,2024-01-10,20:31,2024-01-10,21:44,2024-01-10,21:44
ibazs,1019,2024-01-14 09:30:00.000000 UTC,2024-01-14,11:20,2024-01-14,12:19,2024-01-14,12:19
ibazs,1117,2024-01-14 09:30:00.000000 UTC,2024-01-14,10:13,2024-01-14,12:21,2024-01-14,12:21
ibazs,1155,2024-01-14 09:30:00.000000 UTC,2024-01-14,11:11,2024-01-14,12:21,2024-01-14,12:21
ibazs,1183,2024-01-14 09:30:00.000000 UTC,2024-01-14,11:17,2024-01-14,12:19,2024-01-14,12:19
ibazs,1198,2024-01-14 09:30:00.000000 UTC,2024-01-14,11:23,,,,
ibazs,1222,2024-01-14 09:30:00.000000 UTC,2024-01-14,10:12,2024-01-14,12:18,2024-01-14,12:18
ibazs,1227,2024-01-14 09:30:00.000000 UTC,2024-01-14,10:54,2024-01-14,12:18,2024-01-14,12:18
ibazs,1264,2024-01-14 09:30:00.000000 UTC,2024-01-14,11:42,2024-01-14,12:20,2024-01-14,12:20
ibazs,1276,2024-01-14 09:30:00.000000 UTC,2024-01-14,10:54,2024-01-14,12:21,2024-01-14,12:21
ibazs,1511,2024-01-14 09:30:00.000000 UTC,2024-01-14,10:29,2024-01-14,12:21,2024-01-14,12:21
ibazs,1736,2024-01-14 09:30:00.000000 UTC,2024-01-14,10:21,,,,
ibazs,1065,2024-01-14 18:30:00.000000 UTC,2024-01-14,19:52,,,2024-01-14,20:46
ibazs,1106,2024-01-14 18:30:00.000000 UTC,2024-01-14,19:37,,,2024-01-14,20:51
ibazs,1261,2024-01-14 18:30:00.000000 UTC,2024-01-14,18:11,,,2024-01-14,20:51
ibazs,1357,2024-01-14 18:30:00.000000 UTC,2024-01-14,18:38,2024-01-14,20:43,2024-01-14,20:43
ibazs,1420,2024-01-14 18:30:00.000000 UTC,2024-01-14,20:38,,,2024-01-14,20:44
ibazs,1733,2024-01-14 18:30:00.000000 UTC,2024-01-14,19:37,,,,
ibazs,1780,2024-01-14 18:30:00.000000 UTC,2024-01-14,18:05,,,2024-01-14,20:50
ibazs,1784,2024-01-14 18:30:00.000000 UTC,2024-01-14,18:46,2024-01-14,20:43,2024-01-14,20:43
ibazs,1786,2024-01-14 18:30:00.000000 UTC,2024-01-14,18:56,2024-01-14,20:44,2024-01-14,20:44
ibazs,1788,2024-01-14 18:30:00.000000 UTC,2024-01-14,20:45,,,2024-01-14,20:47
ibazs,1780,2024-01-17 20:40:00.000000 UTC,2024-01-17,20:42,,,2024-01-17,21:39
ibazs,1621,2024-01-21 10:00:00.000000 UTC,2024-01-21,10:38,,,,
ibazs,1640,2024-01-21 10:00:00.000000 UTC,2024-01-21,10:39,,,,
ibazs,1757,2024-01-21 10:00:00.000000 UTC,2024-01-21,10:13,,,,
ibazs,1761,2024-01-21 10:00:00.000000 UTC,2024-01-21,10:18,,,,
ibazs,1039,2024-01-21 17:55:00.000000 UTC,,,2024-01-21,18:33,2024-01-21,18:33
ibazs,1099,2024-01-21 17:55:00.000000 UTC,2024-01-21,18:52,2024-01-21,20:12,2024-01-21,20:12
ibazs,1135,2024-01-21 17:55:00.000000 UTC,2024-01-21,18:02,2024-01-21,18:33,2024-01-21,18:33
ibazs,1302,2024-01-21 17:55:00.000000 UTC,2024-01-21,19:25,2024-01-21,20:12,2024-01-21,20:12
ibazs,1353,2024-01-21 17:55:00.000000 UTC,2024-01-21,18:46,2024-01-21,20:15,2024-01-21,20:15
ibazs,1354,2024-01-21 17:55:00.000000 UTC,2024-01-21,18:44,2024-01-21,20:12,2024-01-21,20:12
ibazs,1794,2024-01-21 17:55:00.000000 UTC,2024-01-21,18:30,2024-01-21,20:10,2024-01-21,20:10
ibazs,1244,2024-01-24 20:00:00.000000 UTC,2024-01-24,20:52,2024-01-24,21:34,2024-01-24,21:34
ibazs,1759,2024-01-24 20:00:00.000000 UTC,2024-01-24,20:43,2024-01-24,21:41,2024-01-24,21:41
ibazs,1015,2024-01-28 10:00:00.000000 UTC,2024-01-28,10:28,,,2024-01-28,12:14
ibazs,1019,2024-01-28 10:00:00.000000 UTC,2024-01-28,10:01,2024-01-28,12:00,2024-01-28,12:00
ibazs,1029,2024-01-28 10:00:00.000000 UTC,2024-01-28,10:01,,,2024-01-28,12:10
ibazs,1039,2024-01-28 10:00:00.000000 UTC,2024-01-28,10:28,,,2024-01-28,12:11
ibazs,1093,2024-01-28 10:00:00.000000 UTC,2024-01-28,10:22,,,2024-01-28,12:21
ibazs,1106,2024-01-28 10:00:00.000000 UTC,2024-01-28,10:02,,,2024-01-28,12:11
ibazs,1153,2024-01-28 10:00:00.000000 UTC,2024-01-28,10:37,,,2024-01-28,12:21
ibazs,1162,2024-01-28 10:00:00.000000 UTC,2024-01-28,09:59,,,2024-01-28,12:20
ibazs,1194,2024-01-28 10:00:00.000000 UTC,2024-01-28,10:16,,,2024-01-28,12:11
ibazs,1220,2024-01-28 10:00:00.000000 UTC,2024-01-28,09:54,2024-01-28,12:08,2024-01-28,12:08
ibazs,1685,2024-01-28 10:00:00.000000 UTC,2024-01-28,10:48,,,2024-01-28,12:11
ibazs,1798,2024-01-28 10:00:00.000000 UTC,2024-01-28,10:00,2024-01-28,12:10,2024-01-28,12:10
ibazs,1047,2024-01-28 18:30:00.000000 UTC,2024-01-28,18:30,2024-01-28,20:33,2024-01-28,20:33
ibazs,1075,2024-01-28 18:30:00.000000 UTC,2024-01-28,18:20,2024-01-28,20:25,2024-01-28,20:25
ibazs,1087,2024-01-28 18:30:00.000000 UTC,2024-01-28,19:06,,,2024-01-28,20:37
ibazs,1192,2024-01-28 18:30:00.000000 UTC,2024-01-28,18:24,2024-01-28,20:29,2024-01-28,20:29
ibazs,1213,2024-01-28 18:30:00.000000 UTC,2024-01-28,18:25,2024-01-28,20:24,2024-01-28,20:24
ibazs,1233,2024-01-28 18:30:00.000000 UTC,2024-01-28,18:42,,,2024-01-28,20:37
ibazs,1449,2024-01-28 18:30:00.000000 UTC,2024-01-28,19:10,2024-01-28,20:31,2024-01-28,20:31
ibazs,1698,2024-01-28 18:30:00.000000 UTC,2024-01-28,19:03,2024-01-28,20:24,2024-01-28,20:24
ibazs,1725,2024-01-28 18:30:00.000000 UTC,2024-01-28,19:02,,,2024-01-28,20:37
ibazs,1805,2024-01-28 18:30:00.000000 UTC,2024-01-28,18:39,2024-01-28,18:43,2024-01-28,18:43
ibazs,1806,2024-01-28 18:30:00.000000 UTC,2024-01-28,18:39,,,2024-01-28,20:37
ibazs,1807,2024-01-28 18:30:00.000000 UTC,2024-01-28,19:08,,,2024-01-28,20:36
ibazs,1329,2024-01-31 19:48:00.000000 UTC,2024-01-31,20:41,,,2024-01-31,21:50
ibazs,1740,2024-01-31 19:48:00.000000 UTC,2024-01-31,20:42,,,2024-01-31,21:50
ibazs,1053,2024-02-04 10:00:00.000000 UTC,2024-02-04,09:50,2024-02-04,12:07,2024-02-04,12:09
ibazs,1222,2024-02-04 10:00:00.000000 UTC,2024-02-04,09:52,2024-02-04,12:01,2024-02-04,12:04
ibazs,1224,2024-02-04 10:00:00.000000 UTC,2024-02-04,09:49,,,,
ibazs,1381,2024-02-04 10:00:00.000000 UTC,2024-02-04,10:39,,,2024-02-04,10:49
ibazs,1442,2024-02-04 10:00:00.000000 UTC,2024-02-04,10:30,,,,
ibazs,1702,2024-02-04 10:00:00.000000 UTC,2024-02-04,10:02,2024-02-04,12:01,2024-02-04,12:03
ibazs,1732,2024-02-04 10:00:00.000000 UTC,2024-02-04,10:00,2024-02-04,11:57,2024-02-04,11:59
ibazs,1757,2024-02-04 10:00:00.000000 UTC,2024-02-04,11:10,2024-02-04,12:07,2024-02-04,12:09
ibazs,1791,2024-02-04 10:00:00.000000 UTC,2024-02-04,10:04,,,2024-02-04,12:01
ibazs,1798,2024-02-04 10:00:00.000000 UTC,2024-02-04,09:49,,,,
ibazs,1809,2024-02-04 10:00:00.000000 UTC,2024-02-04,10:16,2024-02-04,12:05,2024-02-04,12:07
ibazs,1810,2024-02-04 10:00:00.000000 UTC,2024-02-04,09:51,2024-02-04,11:59,2024-02-04,12:00
ibazs,1003,2024-02-04 18:00:00.000000 UTC,2024-02-04,19:10,,,,
ibazs,1043,2024-02-04 18:00:00.000000 UTC,2024-02-04,18:15,,,,
ibazs,1047,2024-02-04 18:00:00.000000 UTC,2024-02-04,18:35,2024-02-04,20:35,2024-02-04,20:35
ibazs,1192,2024-02-04 18:00:00.000000 UTC,2024-02-04,18:14,2024-02-04,20:25,2024-02-04,20:25
ibazs,1210,2024-02-04 18:00:00.000000 UTC,2024-02-04,18:44,2024-02-04,20:25,2024-02-04,20:25
ibazs,1276,2024-02-04 18:00:00.000000 UTC,2024-02-04,18:12,2024-02-04,20:21,2024-02-04,20:21
ibazs,1736,2024-02-04 18:00:00.000000 UTC,2024-02-04,18:17,2024-02-04,20:27,2024-02-04,20:27
ibazs,1816,2024-02-04 18:00:00.000000 UTC,2024-02-04,18:32,2024-02-04,20:25,2024-02-04,20:25
ibazs,1824,2024-02-04 18:00:00.000000 UTC,2024-02-04,18:55,2024-02-04,20:27,2024-02-04,20:27
ibazs,1261,2024-02-07 20:30:00.000000 UTC,2024-02-07,20:55,2024-02-07,21:27,2024-02-07,21:27
ibazs,1450,2024-02-07 20:30:00.000000 UTC,2024-02-07,20:38,2024-02-07,21:29,2024-02-07,21:29
ibazs,1047,2024-02-11 10:00:00.000000 UTC,2024-02-11,10:00,2024-02-11,11:51,2024-02-11,11:51
ibazs,1093,2024-02-11 10:00:00.000000 UTC,2024-02-11,10:06,,,,
ibazs,1156,2024-02-11 10:00:00.000000 UTC,2024-02-11,10:30,2024-02-11,11:53,2024-02-11,11:53
ibazs,1168,2024-02-11 10:00:00.000000 UTC,2024-02-11,10:26,2024-02-11,11:42,2024-02-11,11:42
ibazs,1220,2024-02-11 10:00:00.000000 UTC,2024-02-11,10:20,2024-02-11,11:52,2024-02-11,11:52
ibazs,1224,2024-02-11 10:00:00.000000 UTC,2024-02-11,10:07,,,,
ibazs,1261,2024-02-11 10:00:00.000000 UTC,2024-02-11,10:22,2024-02-11,11:44,2024-02-11,11:44
ibazs,1297,2024-02-11 10:00:00.000000 UTC,2024-02-11,11:02,2024-02-11,11:39,2024-02-11,11:39
ibazs,1401,2024-02-11 10:00:00.000000 UTC,2024-02-11,10:02,2024-02-11,11:44,2024-02-11,11:44
ibazs,1798,2024-02-11 10:00:00.000000 UTC,2024-02-11,10:07,,,,
ibazs,1829,2024-02-11 10:00:00.000000 UTC,2024-02-11,10:04,2024-02-11,11:39,2024-02-11,11:39
ibazs,1833,2024-02-11 10:00:00.000000 UTC,2024-02-11,10:36,,,,
ibazs,1199,2024-02-14 20:30:00.000000 UTC,2024-02-14,20:24,2024-02-14,21:41,2024-02-14,21:41
ibazs,1222,2024-02-14 20:30:00.000000 UTC,2024-02-14,20:24,2024-02-14,21:43,2024-02-14,21:43
ibazs,1243,2024-02-14 20:30:00.000000 UTC,2024-02-14,20:23,2024-02-14,21:41,2024-02-14,21:41
ibazs,1260,2024-02-14 20:30:00.000000 UTC,2024-02-14,19:31,2024-02-14,21:44,2024-02-14,21:44
ibazs,1093,2024-02-18 09:50:00.000000 UTC,2024-02-18,09:54,,,2024-02-18,12:06
ibazs,1153,2024-02-18 09:50:00.000000 UTC,2024-02-18,10:20,2024-02-18,11:49,2024-02-18,11:49
ibazs,1194,2024-02-18 09:50:00.000000 UTC,2024-02-18,10:05,2024-02-18,12:02,2024-02-18,12:02
ibazs,1222,2024-02-18 09:50:00.000000 UTC,2024-02-18,10:20,2024-02-18,11:55,2024-02-18,11:55
ibazs,1224,2024-02-18 09:50:00.000000 UTC,2024-02-18,10:14,,,2024-02-18,12:06
ibazs,1293,2024-02-18 09:50:00.000000 UTC,2024-02-18,10:44,2024-02-18,11:54,2024-02-18,11:54
ibazs,1353,2024-02-18 09:50:00.000000 UTC,2024-02-18,10:37,2024-02-18,11:48,2024-02-18,11:48
ibazs,1440,2024-02-18 09:50:00.000000 UTC,2024-02-18,09:56,2024-02-18,11:57,2024-02-18,11:57
ibazs,1640,2024-02-18 09:50:00.000000 UTC,2024-02-18,10:03,2024-02-18,12:03,2024-02-18,12:03
ibazs,1791,2024-02-18 09:50:00.000000 UTC,2024-02-18,10:04,2024-02-18,11:53,2024-02-18,11:53
ibazs,1821,2024-02-18 09:50:00.000000 UTC,2024-02-18,10:27,2024-02-18,11:55,2024-02-18,11:55
ibazs,1842,2024-02-18 09:50:00.000000 UTC,2024-02-18,10:38,2024-02-18,11:51,2024-02-18,11:51
ibazs,1149,2024-02-18 18:20:00.000000 UTC,2024-02-18,17:43,2024-02-18,20:19,2024-02-18,20:19
ibazs,1165,2024-02-18 18:20:00.000000 UTC,2024-02-18,18:14,,,2024-02-18,20:28
ibazs,1198,2024-02-18 18:20:00.000000 UTC,2024-02-18,17:27,2024-02-18,20:13,2024-02-18,20:13
ibazs,1261,2024-02-18 18:20:00.000000 UTC,2024-02-18,17:31,2024-02-18,20:16,2024-02-18,20:16
ibazs,1450,2024-02-18 18:20:00.000000 UTC,2024-02-18,18:03,2024-02-18,20:20,2024-02-18,20:20
ibazs,1679,2024-02-18 18:20:00.000000 UTC,2024-02-18,18:48,,,2024-02-18,20:28
ibazs,1740,2024-02-18 18:20:00.000000 UTC,2024-02-18,17:47,2024-02-18,20:25,2024-02-18,20:25
ibazs,1759,2024-02-18 18:20:00.000000 UTC,2024-02-18,17:40,2024-02-18,20:17,2024-02-18,20:17
ibazs,1784,2024-02-18 18:20:00.000000 UTC,2024-02-18,17:53,2024-02-18,20:18,2024-02-18,20:18
ibazs,1199,2024-02-21 20:30:00.000000 UTC,2024-02-21,19:25,2024-02-21,21:35,2024-02-21,21:35
ibazs,1789,2024-02-21 20:30:00.000000 UTC,2024-02-21,19:31,2024-02-21,21:34,2024-02-21,21:34
ibazs,1849,2024-02-21 20:30:00.000000 UTC,2024-02-21,19:29,2024-02-21,21:36,2024-02-21,21:36
ibazs,1784,2024-02-28 20:00:00.000000 UTC,2024-02-28,19:28,,,2024-02-28,21:44
ibazs,1836,2024-02-28 20:00:00.000000 UTC,2024-02-28,19:26,,,2024-02-28,21:45
ibazs,1037,2024-03-03 09:30:00.000000 UTC,2024-03-03,09:57,,,2024-03-03,12:22
ibazs,1045,2024-03-03 09:30:00.000000 UTC,2024-03-03,09:04,,,2024-03-03,12:04
ibazs,1091,2024-03-03 09:30:00.000000 UTC,2024-03-03,09:47,,,2024-03-03,11:55
ibazs,1142,2024-03-03 09:30:00.000000 UTC,2024-03-03,09:19,,,2024-03-03,12:22
ibazs,1168,2024-03-03 09:30:00.000000 UTC,2024-03-03,10:01,,,2024-03-03,12:22
ibazs,1224,2024-03-03 09:30:00.000000 UTC,2024-03-03,09:55,,,2024-03-03,12:12
ibazs,1311,2024-03-03 09:30:00.000000 UTC,2024-03-03,09:15,,,2024-03-03,12:06
ibazs,1381,2024-03-03 09:30:00.000000 UTC,2024-03-03,09:39,,,2024-03-03,11:57
ibazs,1704,2024-03-03 09:30:00.000000 UTC,2024-03-03,10:01,,,2024-03-03,12:13
ibazs,1821,2024-03-03 09:30:00.000000 UTC,2024-03-03,09:35,,,2024-03-03,11:55
ibazs,1830,2024-03-03 09:30:00.000000 UTC,2024-03-03,09:02,,,2024-03-03,11:05
ibazs,1379,2024-03-03 18:30:00.000000 UTC,2024-03-03,17:16,2024-03-03,20:30,2024-03-03,20:30
ibazs,1301,2024-03-06 20:00:00.000000 UTC,2024-03-06,20:38,,,2024-03-06,21:45
ibazs,1004,2024-03-10 09:04:00.000000 UTC,2024-03-10,11:11,,,,
ibazs,1012,2024-03-10 09:04:00.000000 UTC,2024-03-10,10:55,,,2024-03-10,12:12
ibazs,1027,2024-03-10 09:04:00.000000 UTC,2024-03-10,10:11,2024-03-10,11:52,2024-03-10,12:12
ibazs,1183,2024-03-10 09:04:00.000000 UTC,2024-03-10,10:54,,,,
ibazs,1295,2024-03-10 09:04:00.000000 UTC,2024-03-10,10:05,2024-03-10,11:57,2024-03-10,11:57
ibazs,1302,2024-03-10 09:04:00.000000 UTC,2024-03-10,09:03,2024-03-10,11:53,2024-03-10,12:12
ibazs,1510,2024-03-10 09:04:00.000000 UTC,2024-03-10,09:05,2024-03-10,12:05,2024-03-10,12:10
ibazs,1726,2024-03-10 09:04:00.000000 UTC,2024-03-10,10:12,2024-03-10,11:54,2024-03-10,11:54
ibazs,1784,2024-03-10 09:04:00.000000 UTC,2024-03-10,10:52,,,2024-03-10,12:11
ibazs,1785,2024-03-10 09:04:00.000000 UTC,2024-03-10,09:25,,,,
ibazs,1788,2024-03-10 09:04:00.000000 UTC,2024-03-10,09:17,,,,
ibazs,1859,2024-03-10 09:04:00.000000 UTC,2024-03-10,10:00,2024-03-10,11:55,2024-03-10,12:10
ibazs,1862,2024-03-10 09:04:00.000000 UTC,2024-03-10,11:01,,,2024-03-10,12:12
ibazs,1866,2024-03-10 09:04:00.000000 UTC,2024-03-10,11:10,2024-03-10,11:41,2024-03-10,11:41
